"Phono.orig","Phono","n_phon","P01","P02","P03","P04","P05","P06","P07","P08","P09","Pfreq01","Pfreq02","Pfreq03","Pfreq04","Pfreq05","Pfreq06","Pfreq07","Pfreq08","Pfreq09","Pfreq_sum","Pfreq_mean","B0102","B0203","B0304","B0405","B0506","B0607","B0708","B0809","Bfreq0102","Bfreq0203","Bfreq0304","Bfreq0405","Bfreq0506","Bfreq0607","Bfreq0708","Bfreq0809","Bfreq_sum","Bfreq_mean","CondTP01","CondTP02","CondTP03","CondTP04","CondTP05","CondTP06","CondTP07","CondTP08","CondTP09","N_sum","N_prop","N_loc_mean","N_loc_sd","N_loc_mean_norm","N_loc_sd_norm","neighbors"
"d^k","d_k",3,"d","_","k",NA,NA,NA,NA,NA,NA,0.0754716981132075,0.123222748815166,0.0862944162436548,NA,NA,NA,NA,NA,NA,0.284988863172028,0.0949962877240094,"d_","_k",NA,NA,NA,NA,NA,NA,0.018957345971564,0.0355329949238579,NA,NA,NA,NA,NA,NA,0.0544903408954219,0.0272451704477109,0.0754716981132075,0.25,0.25,NA,NA,NA,NA,NA,NA,5,0.0235849056603774,1.5,1,0.5,0.333333333333333,"b_k d_k d_l l_k s_k"
"d^l","d_l",3,"d","_","l",NA,NA,NA,NA,NA,NA,0.0754716981132075,0.123222748815166,0.0862944162436548,NA,NA,NA,NA,NA,NA,0.284988863172028,0.0949962877240094,"d_","_l",NA,NA,NA,NA,NA,NA,0.018957345971564,0.0101522842639594,NA,NA,NA,NA,NA,NA,0.0291096302355234,0.0145548151177617,0.0754716981132075,0.25,0.25,NA,NA,NA,NA,NA,NA,4,0.0188679245283019,2.33333333333333,0.577350269189626,0.777777777777778,0.192450089729875,"dal dil d_k d_l"
"d^st","d_st",4,"d","_","s","t",NA,NA,NA,NA,NA,0.0754716981132075,0.123222748815166,0.0558375634517767,0.131147540983607,NA,NA,NA,NA,NA,0.385679551363757,0.0964198878409392,"d_","_s","st",NA,NA,NA,NA,NA,0.018957345971564,0.0152284263959391,0.0327868852459016,NA,NA,NA,NA,NA,0.0669726576134047,0.0223242192044682,0.0754716981132075,0.25,0.25,1,NA,NA,NA,NA,NA,1,0.00471698113207547,NA,NA,NA,NA,"d_st"
"gad","gad",3,"g","a","d",NA,NA,NA,NA,NA,NA,0.0424528301886792,0.232227488151659,0.0355329949238579,NA,NA,NA,NA,NA,NA,0.310213313264196,0.103404437754732,"ga","ad",NA,NA,NA,NA,NA,NA,0.014218009478673,0.0152284263959391,NA,NA,NA,NA,NA,NA,0.0294464358746121,0.014723217937306,0.0424528301886792,0.333333333333333,0.333333333333333,NA,NA,NA,NA,NA,NA,5,0.0235849056603774,1.875,1.03077640640442,0.625,0.343592135468138,"ad gad gard gat rad"
"gard","gard",4,"g","a","r","d",NA,NA,NA,NA,NA,0.0424528301886792,0.232227488151659,0.126903553299492,0.0901639344262295,NA,NA,NA,NA,NA,0.49174780606606,0.122936951516515,"ga","ar","rd",NA,NA,NA,NA,NA,0.014218009478673,0.0913705583756345,0.0163934426229508,NA,NA,NA,NA,NA,0.121982010477258,0.0406606701590861,0.0424528301886792,0.333333333333333,0.333333333333333,1,NA,NA,NA,NA,NA,3,0.0141509433962264,2,1.4142135623731,0.5,0.353553390593274,"gad gard kard"
"gat","gat",3,"g","a","t",NA,NA,NA,NA,NA,NA,0.0424528301886792,0.232227488151659,0.121827411167513,NA,NA,NA,NA,NA,NA,0.396507729507851,0.132169243169284,"ga","at",NA,NA,NA,NA,NA,NA,0.014218009478673,0.0304568527918782,NA,NA,NA,NA,NA,NA,0.0446748622705512,0.0223374311352756,0.0424528301886792,0.333333333333333,0.333333333333333,NA,NA,NA,NA,NA,NA,6,0.0283018867924528,1.4,0.894427190999916,0.466666666666667,0.298142396999972,"dat gad gat Sat lat pat"
"glu","glu",3,"g","l","u",NA,NA,NA,NA,NA,NA,0.0424528301886792,0.0663507109004739,0.0761421319796954,NA,NA,NA,NA,NA,NA,0.184945673068849,0.0616485576896162,"gl","lu",NA,NA,NA,NA,NA,NA,0.004739336492891,0.0152284263959391,NA,NA,NA,NA,NA,NA,0.0199677628888301,0.00998388144441504,0.0424528301886792,0.111111111111111,1,NA,NA,NA,NA,NA,NA,4,0.0188679245283019,1.33333333333333,0.577350269189626,0.444444444444444,0.192450089729875,"blu glu gru klu"
"grik","grik",4,"g","r","i","k",NA,NA,NA,NA,NA,0.0424528301886792,0.180094786729858,0.0761421319796954,0.0737704918032787,NA,NA,NA,NA,NA,0.372460240701511,0.0931150601753778,"gr","ri","ik",NA,NA,NA,NA,NA,0.018957345971564,0.0406091370558376,0.0163934426229508,NA,NA,NA,NA,NA,0.0759599256503524,0.0253199752167841,0.0424528301886792,0.444444444444444,0.5,0.5,NA,NA,NA,NA,NA,2,0.00943396226415094,4,NA,1,NA,"grik grit"
"grit","grit",4,"g","r","i","t",NA,NA,NA,NA,NA,0.0424528301886792,0.180094786729858,0.0761421319796954,0.131147540983607,NA,NA,NA,NA,NA,0.429837289881839,0.10745932247046,"gr","ri","it",NA,NA,NA,NA,NA,0.018957345971564,0.0406091370558376,0.0327868852459016,NA,NA,NA,NA,NA,0.0923533682733032,0.0307844560911011,0.0424528301886792,0.444444444444444,0.5,0.5,NA,NA,NA,NA,NA,3,0.0141509433962264,2.5,2.12132034355964,0.625,0.530330085889911,"grik grit trit"
"gru","gru",3,"g","r","u",NA,NA,NA,NA,NA,NA,0.0424528301886792,0.180094786729858,0.0761421319796954,NA,NA,NA,NA,NA,NA,0.298689748898233,0.0995632496327442,"gr","ru",NA,NA,NA,NA,NA,NA,0.018957345971564,0.050761421319797,NA,NA,NA,NA,NA,NA,0.0697187672913609,0.0348593836456805,0.0424528301886792,0.444444444444444,0.5,NA,NA,NA,NA,NA,NA,6,0.0283018867924528,1.7,1.09544511501033,0.566666666666667,0.365148371670111,"dru glu gru grup kru tru"
"grup","grup",4,"g","r","u","p",NA,NA,NA,NA,NA,0.0424528301886792,0.180094786729858,0.0761421319796954,0.0983606557377049,NA,NA,NA,NA,NA,0.397050404635937,0.0992626011589844,"gr","ru","up",NA,NA,NA,NA,NA,0.018957345971564,0.050761421319797,0.0245901639344262,NA,NA,NA,NA,NA,0.0943089312257872,0.0314363104085957,0.0424528301886792,0.444444444444444,0.5,0.5,NA,NA,NA,NA,NA,3,0.0141509433962264,2.5,2.12132034355964,0.625,0.530330085889911,"gru grup trup"
"g^tar","g_tar",5,"g","_","t","a","r",NA,NA,NA,NA,0.0424528301886792,0.123222748815166,0.121827411167513,0.00819672131147541,0.0350877192982456,NA,NA,NA,NA,0.330787430781079,0.0661574861562158,"g_","_t","ta","ar",NA,NA,NA,NA,0.004739336492891,0.0304568527918782,0.00819672131147541,0.0175438596491228,NA,NA,NA,NA,0.0609367702453674,0.0152341925613418,0.0424528301886792,0.111111111111111,1,1,1,NA,NA,NA,NA,1,0.00471698113207547,NA,NA,NA,NA,"g_tar"
"Sak","Sak",3,"S","a","k",NA,NA,NA,NA,NA,NA,0.0518867924528302,0.232227488151659,0.0862944162436548,NA,NA,NA,NA,NA,NA,0.370408696848144,0.123469565616048,"Sa","ak",NA,NA,NA,NA,NA,NA,0.018957345971564,0.0304568527918782,NA,NA,NA,NA,NA,NA,0.0494141987634422,0.0247070993817211,0.0518867924528302,0.363636363636364,0.25,NA,NA,NA,NA,NA,NA,5,0.0235849056603774,2,1.15470053837925,0.666666666666667,0.38490017945975,"Sak Sap Sat lak rak"
"Sap","Sap",3,"S","a","p",NA,NA,NA,NA,NA,NA,0.0518867924528302,0.232227488151659,0.0761421319796954,NA,NA,NA,NA,NA,NA,0.360256412584184,0.120085470861395,"Sa","ap",NA,NA,NA,NA,NA,NA,0.018957345971564,0.0304568527918782,NA,NA,NA,NA,NA,NA,0.0494141987634422,0.0247070993817211,0.0518867924528302,0.363636363636364,0.25,NA,NA,NA,NA,NA,NA,8,0.0377358490566038,1.92857142857143,0.932227235735804,0.642857142857143,0.310742411911935,"Sak Sap Sarp Sat Sip kap pap tap"
"Sarp","Sarp",4,"S","a","r","p",NA,NA,NA,NA,NA,0.0518867924528302,0.232227488151659,0.126903553299492,0.0983606557377049,NA,NA,NA,NA,NA,0.509378489641686,0.127344622410422,"Sa","ar","rp",NA,NA,NA,NA,NA,0.018957345971564,0.0913705583756345,0.0163934426229508,NA,NA,NA,NA,NA,0.126721346970149,0.0422404489900498,0.0518867924528302,0.363636363636364,0.25,1,NA,NA,NA,NA,NA,2,0.00943396226415094,3,NA,0.75,NA,"Sap Sarp"
"Sat","Sat",3,"S","a","t",NA,NA,NA,NA,NA,NA,0.0518867924528302,0.232227488151659,0.121827411167513,NA,NA,NA,NA,NA,NA,0.405941691772002,0.135313897257334,"Sa","at",NA,NA,NA,NA,NA,NA,0.018957345971564,0.0304568527918782,NA,NA,NA,NA,NA,NA,0.0494141987634422,0.0247070993817211,0.0518867924528302,0.363636363636364,0.25,NA,NA,NA,NA,NA,NA,10,0.0471698113207547,1.77777777777778,0.833333333333333,0.592592592592593,0.277777777777778,"dat gat Sak Sap Sat Sit Sut S_t lat pat"
"Si","Si",2,"S","i",NA,NA,NA,NA,NA,NA,NA,0.0518867924528302,0.151658767772512,NA,NA,NA,NA,NA,NA,NA,0.203545560225342,0.101772780112671,"Si",NA,NA,NA,NA,NA,NA,NA,0.018957345971564,NA,NA,NA,NA,NA,NA,NA,0.018957345971564,0.018957345971564,0.0518867924528302,0.363636363636364,NA,NA,NA,NA,NA,NA,NA,8,0.0377358490566038,1.42857142857143,0.7319250547114,0.714285714285714,0.3659625273557,"bi Si Sip Sit ki pi si ti"
"Sild","Sild",4,"S","i","l","d",NA,NA,NA,NA,NA,0.0518867924528302,0.151658767772512,0.0862944162436548,0.0901639344262295,NA,NA,NA,NA,NA,0.380003910895226,0.0950009777238066,"Si","il","ld",NA,NA,NA,NA,NA,0.018957345971564,0.0253807106598985,0.00819672131147541,NA,NA,NA,NA,NA,0.0525347779429379,0.017511592647646,0.0518867924528302,0.363636363636364,0.25,1,NA,NA,NA,NA,NA,1,0.00471698113207547,NA,NA,NA,NA,"Sild"
"Sip","Sip",3,"S","i","p",NA,NA,NA,NA,NA,NA,0.0518867924528302,0.151658767772512,0.0761421319796954,NA,NA,NA,NA,NA,NA,0.279687692205037,0.0932292307350125,"Si","ip",NA,NA,NA,NA,NA,NA,0.018957345971564,0.0253807106598985,NA,NA,NA,NA,NA,NA,0.0443380566314625,0.0221690283157312,0.0518867924528302,0.363636363636364,0.25,NA,NA,NA,NA,NA,NA,7,0.0330188679245283,1.83333333333333,0.983192080250175,0.611111111111111,0.327730693416725,"dip Sap Si Sip Sit kip lip"
"Sit","Sit",3,"S","i","t",NA,NA,NA,NA,NA,NA,0.0518867924528302,0.151658767772512,0.121827411167513,NA,NA,NA,NA,NA,NA,0.325372971392855,0.108457657130952,"Si","it",NA,NA,NA,NA,NA,NA,0.018957345971564,0.0152284263959391,NA,NA,NA,NA,NA,NA,0.0341857723675031,0.0170928861837515,0.0518867924528302,0.363636363636364,0.25,NA,NA,NA,NA,NA,NA,9,0.0424528301886792,1.875,0.83452296039628,0.625,0.278174320132093,"bit Sat Si Sip Sit Sut S_t it sit"
"Sr^g","Sr_g",4,"S","r","_","g",NA,NA,NA,NA,NA,0.0518867924528302,0.180094786729858,0.0812182741116751,0.0491803278688525,NA,NA,NA,NA,NA,0.362380181163216,0.0905950452908039,"Sr","r_","_g",NA,NA,NA,NA,NA,0.004739336492891,0.0406091370558376,0.0327868852459016,NA,NA,NA,NA,NA,0.0781353587946302,0.0260451195982101,0.0518867924528302,0.0909090909090909,1,1,NA,NA,NA,NA,NA,2,0.00943396226415094,1,NA,0.25,NA,"dr_g Sr_g"
"Sut","Sut",3,"S","u","t",NA,NA,NA,NA,NA,NA,0.0518867924528302,0.0853080568720379,0.121827411167513,NA,NA,NA,NA,NA,NA,0.259022260492381,0.0863407534974603,"Su","ut",NA,NA,NA,NA,NA,NA,0.004739336492891,0.0304568527918782,NA,NA,NA,NA,NA,NA,0.0351961892847692,0.0175980946423846,0.0518867924528302,0.0909090909090909,1,NA,NA,NA,NA,NA,NA,7,0.0330188679245283,1.5,0.547722557505166,0.5,0.182574185835055,"but Sat Sit Sut S_t rut sut"
"S^t","S_t",3,"S","_","t",NA,NA,NA,NA,NA,NA,0.0518867924528302,0.123222748815166,0.121827411167513,NA,NA,NA,NA,NA,NA,0.296936952435509,0.0989789841451696,"S_","_t",NA,NA,NA,NA,NA,NA,0.004739336492891,0.0304568527918782,NA,NA,NA,NA,NA,NA,0.0351961892847692,0.0175980946423846,0.0518867924528302,0.0909090909090909,1,NA,NA,NA,NA,NA,NA,7,0.0330188679245283,1.5,0.547722557505166,0.5,0.182574185835055,"b_t Sat Sit Sut S_t k_t p_t"
"ist","ist",3,"i","s","t",NA,NA,NA,NA,NA,NA,0.00943396226415094,0.014218009478673,0.121827411167513,NA,NA,NA,NA,NA,NA,0.145479382910337,0.0484931276367789,"is","st",NA,NA,NA,NA,NA,NA,0.004739336492891,0.0050761421319797,NA,NA,NA,NA,NA,NA,0.00981547862487069,0.00490773931243535,0.00943396226415094,0.5,1,NA,NA,NA,NA,NA,NA,4,0.0188679245283019,1,0.866025403784439,0.333333333333333,0.288675134594813,"bist ist it list"
"it","it",2,"i","t",NA,NA,NA,NA,NA,NA,NA,0.00943396226415094,0.0710900473933649,NA,NA,NA,NA,NA,NA,NA,0.0805240096575159,0.0402620048287579,"it",NA,NA,NA,NA,NA,NA,NA,0.004739336492891,NA,NA,NA,NA,NA,NA,NA,0.004739336492891,0.004739336492891,0.00943396226415094,0.5,NA,NA,NA,NA,NA,NA,NA,5,0.0235849056603774,0.75,0.5,0.375,0.25,"bit Sit ist it sit"
"kalig","kalig",5,"k","a","l","i","g",NA,NA,NA,NA,0.0990566037735849,0.232227488151659,0.0862944162436548,0.131147540983607,0.0350877192982456,NA,NA,NA,NA,0.583813768450751,0.11676275369015,"ka","al","li","ig",NA,NA,NA,NA,0.028436018957346,0.0203045685279188,0.040983606557377,0.0175438596491228,NA,NA,NA,NA,0.107268053691765,0.0268170134229412,0.0990566037735849,0.285714285714286,0.166666666666667,1,1,NA,NA,NA,NA,1,0.00471698113207547,NA,NA,NA,NA,"kalig"
"kap","kap",3,"k","a","p",NA,NA,NA,NA,NA,NA,0.0990566037735849,0.232227488151659,0.0761421319796954,NA,NA,NA,NA,NA,NA,0.407426223904939,0.135808741301646,"ka","ap",NA,NA,NA,NA,NA,NA,0.028436018957346,0.0304568527918782,NA,NA,NA,NA,NA,NA,0.0588928717492241,0.0294464358746121,0.0990566037735849,0.285714285714286,0.333333333333333,NA,NA,NA,NA,NA,NA,9,0.0424528301886792,1.875,0.954313515420528,0.625,0.318104505140176,"Sap kap kapi kar kip krap k_p pap tap"
"kapi","kapi",4,"k","a","p","i",NA,NA,NA,NA,NA,0.0990566037735849,0.232227488151659,0.0761421319796954,0.131147540983607,NA,NA,NA,NA,NA,0.538573764888546,0.134643441222136,"ka","ap","pi",NA,NA,NA,NA,NA,0.028436018957346,0.0304568527918782,0.0163934426229508,NA,NA,NA,NA,NA,0.075286314372175,0.0250954381240583,0.0990566037735849,0.285714285714286,0.333333333333333,0.5,NA,NA,NA,NA,NA,2,0.00943396226415094,4,NA,1,NA,"kap kapi"
"kar","kar",3,"k","a","r",NA,NA,NA,NA,NA,NA,0.0990566037735849,0.232227488151659,0.126903553299492,NA,NA,NA,NA,NA,NA,0.458187645224736,0.152729215074912,"ka","ar",NA,NA,NA,NA,NA,NA,0.028436018957346,0.0913705583756345,NA,NA,NA,NA,NA,NA,0.11980657733298,0.0599032886664902,0.0990566037735849,0.285714285714286,0.5,NA,NA,NA,NA,NA,NA,8,0.0377358490566038,1.57142857142857,1.17006308336244,0.523809523809524,0.39002102778748,"ar bar kap kar kard par skar tar"
"kard","kard",4,"k","a","r","d",NA,NA,NA,NA,NA,0.0990566037735849,0.232227488151659,0.126903553299492,0.0901639344262295,NA,NA,NA,NA,NA,0.548351579650966,0.137087894912741,"ka","ar","rd",NA,NA,NA,NA,NA,0.028436018957346,0.0913705583756345,0.0163934426229508,NA,NA,NA,NA,NA,0.136200019955931,0.0454000066519771,0.0990566037735849,0.285714285714286,0.5,0.333333333333333,NA,NA,NA,NA,NA,3,0.0141509433962264,2.5,2.12132034355964,0.625,0.530330085889911,"gard kar kard"
"karp^t","karp_t",6,"k","a","r","p","_","t",NA,NA,NA,0.0990566037735849,0.232227488151659,0.126903553299492,0.0983606557377049,0.192982456140351,0.192307692307692,NA,NA,NA,0.941838449410484,0.156973074901747,"ka","ar","rp","p_","_t",NA,NA,NA,0.028436018957346,0.0913705583756345,0.0163934426229508,0.0350877192982456,0.115384615384615,NA,NA,NA,0.286672354638792,0.0573344709277585,0.0990566037735849,0.285714285714286,0.5,0.333333333333333,1,1,NA,NA,NA,1,0.00471698113207547,NA,NA,NA,NA,"karp_t"
"ki","ki",2,"k","i",NA,NA,NA,NA,NA,NA,NA,0.0990566037735849,0.151658767772512,NA,NA,NA,NA,NA,NA,NA,0.250715371546097,0.125357685773048,"ki",NA,NA,NA,NA,NA,NA,NA,0.00947867298578199,NA,NA,NA,NA,NA,NA,NA,0.00947867298578199,0.00947867298578199,0.0990566037735849,0.0952380952380952,NA,NA,NA,NA,NA,NA,NA,7,0.0330188679245283,1.25,0.612372435695794,0.625,0.306186217847897,"bi Si ki kip pi si ti"
"kip","kip",3,"k","i","p",NA,NA,NA,NA,NA,NA,0.0990566037735849,0.151658767772512,0.0761421319796954,NA,NA,NA,NA,NA,NA,0.326857503525792,0.108952501175264,"ki","ip",NA,NA,NA,NA,NA,NA,0.00947867298578199,0.0253807106598985,NA,NA,NA,NA,NA,NA,0.0348593836456805,0.0174296918228402,0.0990566037735849,0.0952380952380952,0.5,NA,NA,NA,NA,NA,NA,8,0.0377358490566038,1.64285714285714,0.748013241543096,0.547619047619048,0.249337747181032,"dip Sip kap ki kip krip k_p lip"
"klak","klak",4,"k","l","a","k",NA,NA,NA,NA,NA,0.0990566037735849,0.0663507109004739,0.111675126903553,0.0737704918032787,NA,NA,NA,NA,NA,0.350852933380891,0.0877132333452227,"kl","la","ak",NA,NA,NA,NA,NA,0.014218009478673,0.0203045685279188,0.0245901639344262,NA,NA,NA,NA,NA,0.059112741941018,0.0197042473136727,0.0990566037735849,0.142857142857143,0.333333333333333,1,NA,NA,NA,NA,NA,3,0.0141509433962264,1,0,0.25,0,"blak klak lak"
"klu","klu",3,"k","l","u",NA,NA,NA,NA,NA,NA,0.0990566037735849,0.0663507109004739,0.0761421319796954,NA,NA,NA,NA,NA,NA,0.241549446653754,0.0805164822179181,"kl","lu",NA,NA,NA,NA,NA,NA,0.014218009478673,0.0152284263959391,NA,NA,NA,NA,NA,NA,0.0294464358746121,0.014723217937306,0.0990566037735849,0.142857142857143,0.333333333333333,NA,NA,NA,NA,NA,NA,4,0.0188679245283019,1.33333333333333,0.577350269189626,0.444444444444444,0.192450089729875,"blu glu klu kru"
"kl^b","kl_b",4,"k","l","_","b",NA,NA,NA,NA,NA,0.0990566037735849,0.0663507109004739,0.0812182741116751,0.0327868852459016,NA,NA,NA,NA,NA,0.279412474031636,0.0698531185079089,"kl","l_","_b",NA,NA,NA,NA,NA,0.014218009478673,0.0253807106598985,0.0163934426229508,NA,NA,NA,NA,NA,0.0559921627615223,0.0186640542538408,0.0990566037735849,0.142857142857143,0.333333333333333,1,NA,NA,NA,NA,NA,1,0.00471698113207547,NA,NA,NA,NA,"kl_b"
"krap","krap",4,"k","r","a","p",NA,NA,NA,NA,NA,0.0990566037735849,0.180094786729858,0.111675126903553,0.0983606557377049,NA,NA,NA,NA,NA,0.489187173144701,0.122296793286175,"kr","ra","ap",NA,NA,NA,NA,NA,0.028436018957346,0.0406091370558376,0.0327868852459016,NA,NA,NA,NA,NA,0.101832041259085,0.0339440137530284,0.0990566037735849,0.285714285714286,0.166666666666667,1,NA,NA,NA,NA,NA,4,0.0188679245283019,2,1,0.5,0.25,"drap kap krap krip"
"krip","krip",4,"k","r","i","p",NA,NA,NA,NA,NA,0.0990566037735849,0.180094786729858,0.0761421319796954,0.0983606557377049,NA,NA,NA,NA,NA,0.453654178220843,0.113413544555211,"kr","ri","ip",NA,NA,NA,NA,NA,0.028436018957346,0.0406091370558376,0.0245901639344262,NA,NA,NA,NA,NA,0.0936353199476098,0.0312117733158699,0.0990566037735849,0.285714285714286,0.166666666666667,1,NA,NA,NA,NA,NA,3,0.0141509433962264,2.5,0.707106781186548,0.625,0.176776695296637,"kip krap krip"
"kru","kru",3,"k","r","u",NA,NA,NA,NA,NA,NA,0.0990566037735849,0.180094786729858,0.0761421319796954,NA,NA,NA,NA,NA,NA,0.355293522483138,0.118431174161046,"kr","ru",NA,NA,NA,NA,NA,NA,0.028436018957346,0.050761421319797,NA,NA,NA,NA,NA,NA,0.0791974402771429,0.0395987201385715,0.0990566037735849,0.285714285714286,0.5,NA,NA,NA,NA,NA,NA,6,0.0283018867924528,1.1,0.547722557505166,0.366666666666667,0.182574185835055,"dru gru klu kru skru tru"
"kruS^l","kruS_l",6,"k","r","u","S","_","l",NA,NA,NA,0.0990566037735849,0.180094786729858,0.0761421319796954,0.040983606557377,0.192982456140351,0.153846153846154,NA,NA,NA,0.74310573902702,0.123850956504503,"kr","ru","uS","S_","_l",NA,NA,NA,0.028436018957346,0.050761421319797,0.00819672131147541,0.0526315789473684,0.115384615384615,NA,NA,NA,0.255410355920602,0.0510820711841204,0.0990566037735849,0.285714285714286,0.5,0.333333333333333,1,1,NA,NA,NA,2,0.00943396226415094,4,NA,0.666666666666667,NA,"kruS_l kru_l"
"kru^l","kru_l",5,"k","r","u","_","l",NA,NA,NA,NA,0.0990566037735849,0.180094786729858,0.0761421319796954,0.180327868852459,0.175438596491228,NA,NA,NA,NA,0.711059987826825,0.142211997565365,"kr","ru","u_","_l",NA,NA,NA,NA,0.028436018957346,0.050761421319797,0.00819672131147541,0.157894736842105,NA,NA,NA,NA,0.245288898430724,0.0613222246076809,0.0990566037735849,0.285714285714286,0.5,0.333333333333333,1,NA,NA,NA,NA,2,0.00943396226415094,3.5,NA,0.7,NA,"kruS_l kru_l"
"kr^S","kr_S",4,"k","r","_","S",NA,NA,NA,NA,NA,0.0990566037735849,0.180094786729858,0.0812182741116751,0.040983606557377,NA,NA,NA,NA,NA,0.401353271172495,0.100338317793124,"kr","r_","_S",NA,NA,NA,NA,NA,0.028436018957346,0.0406091370558376,0.0163934426229508,NA,NA,NA,NA,NA,0.0854385986361343,0.0284795328787114,0.0990566037735849,0.285714285714286,0.166666666666667,1,NA,NA,NA,NA,NA,3,0.0141509433962264,1,0,0.25,0,"br_S kr_S r_S"
"kul","kul",3,"k","u","l",NA,NA,NA,NA,NA,NA,0.0990566037735849,0.0853080568720379,0.0862944162436548,NA,NA,NA,NA,NA,NA,0.270659076889278,0.0902196922964259,"ku","ul",NA,NA,NA,NA,NA,NA,0.004739336492891,0.0203045685279188,NA,NA,NA,NA,NA,NA,0.0250439050208098,0.0125219525104049,0.0990566037735849,0.0476190476190476,1,NA,NA,NA,NA,NA,NA,5,0.0235849056603774,0.875,0.25,0.291666666666667,0.0833333333333333,"kul pul rul skul tul"
"k^p","k_p",3,"k","_","p",NA,NA,NA,NA,NA,NA,0.0990566037735849,0.123222748815166,0.0761421319796954,NA,NA,NA,NA,NA,NA,0.298421484568446,0.0994738281894821,"k_","_p",NA,NA,NA,NA,NA,NA,0.014218009478673,0.0101522842639594,NA,NA,NA,NA,NA,NA,0.0243702937426324,0.0121851468713162,0.0990566037735849,0.142857142857143,0.666666666666667,NA,NA,NA,NA,NA,NA,5,0.0235849056603774,2,0.816496580927726,0.666666666666667,0.272165526975909,"kap kip k_p k_t _p"
"k^p^l","k_p_l",5,"k","_","p","_","l",NA,NA,NA,NA,0.0990566037735849,0.123222748815166,0.0761421319796954,0.180327868852459,0.175438596491228,NA,NA,NA,NA,0.654187949912133,0.130837589982427,"k_","_p","p_","_l",NA,NA,NA,NA,0.014218009478673,0.0101522842639594,0.0245901639344262,0.157894736842105,NA,NA,NA,NA,0.206855194519164,0.051713798629791,0.0990566037735849,0.142857142857143,0.666666666666667,0.5,1,NA,NA,NA,NA,1,0.00471698113207547,NA,NA,NA,NA,"k_p_l"
"k^t","k_t",3,"k","_","t",NA,NA,NA,NA,NA,NA,0.0990566037735849,0.123222748815166,0.121827411167513,NA,NA,NA,NA,NA,NA,0.344106763756263,0.114702254585421,"k_","_t",NA,NA,NA,NA,NA,NA,0.014218009478673,0.0304568527918782,NA,NA,NA,NA,NA,NA,0.0446748622705512,0.0223374311352756,0.0990566037735849,0.142857142857143,0.333333333333333,NA,NA,NA,NA,NA,NA,5,0.0235849056603774,1.5,1,0.5,0.333333333333333,"b_t S_t k_p k_t p_t"
"labi","labi",4,"l","a","b","i",NA,NA,NA,NA,NA,0.0613207547169811,0.232227488151659,0.0456852791878173,0.131147540983607,NA,NA,NA,NA,NA,0.470381063040064,0.117595265760016,"la","ab","bi",NA,NA,NA,NA,NA,0.014218009478673,0.0203045685279188,0.0163934426229508,NA,NA,NA,NA,NA,0.0509160206295426,0.0169720068765142,0.0613207547169811,0.230769230769231,0.333333333333333,1,NA,NA,NA,NA,NA,2,0.00943396226415094,1,NA,0.25,NA,"babi labi"
"lak","lak",3,"l","a","k",NA,NA,NA,NA,NA,NA,0.0613207547169811,0.232227488151659,0.0862944162436548,NA,NA,NA,NA,NA,NA,0.379842659112295,0.126614219704098,"la","ak",NA,NA,NA,NA,NA,NA,0.014218009478673,0.0304568527918782,NA,NA,NA,NA,NA,NA,0.0446748622705512,0.0223374311352756,0.0613207547169811,0.230769230769231,0.333333333333333,NA,NA,NA,NA,NA,NA,7,0.0330188679245283,1.33333333333333,0.983192080250175,0.444444444444444,0.327730693416725,"blak Sak klak lak lat l_k rak"
"lat","lat",3,"l","a","t",NA,NA,NA,NA,NA,NA,0.0613207547169811,0.232227488151659,0.121827411167513,NA,NA,NA,NA,NA,NA,0.415375654036153,0.138458551345384,"la","at",NA,NA,NA,NA,NA,NA,0.014218009478673,0.0304568527918782,NA,NA,NA,NA,NA,NA,0.0446748622705512,0.0223374311352756,0.0613207547169811,0.230769230769231,0.333333333333333,NA,NA,NA,NA,NA,NA,8,0.0377358490566038,1.14285714285714,0.852168103246347,0.380952380952381,0.284056034415449,"dat gat Sat lak lat pat plat _lat"
"lid","lid",3,"l","i","d",NA,NA,NA,NA,NA,NA,0.0613207547169811,0.151658767772512,0.0355329949238579,NA,NA,NA,NA,NA,NA,0.248512517413351,0.0828375058044503,"li","id",NA,NA,NA,NA,NA,NA,0.023696682464455,0.0203045685279188,NA,NA,NA,NA,NA,NA,0.0440012509923738,0.0220006254961869,0.0613207547169811,0.384615384615385,0.2,NA,NA,NA,NA,NA,NA,6,0.0283018867924528,1.8,1.09544511501033,0.6,0.365148371670111,"did lid lig lip rid sid"
"lig","lig",3,"l","i","g",NA,NA,NA,NA,NA,NA,0.0613207547169811,0.151658767772512,0.0152284263959391,NA,NA,NA,NA,NA,NA,0.228207948885432,0.076069316295144,"li","ig",NA,NA,NA,NA,NA,NA,0.023696682464455,0.0101522842639594,NA,NA,NA,NA,NA,NA,0.0338489667284144,0.0169244833642072,0.0613207547169811,0.384615384615385,0.4,NA,NA,NA,NA,NA,NA,3,0.0141509433962264,3,0,1,0,"lid lig lip"
